timestamp,Mumb,Chennai,Khar,Delh
1360009758,57.536558578396026,51.33822438452045,40.17263501327591,40.27413572998856
1360009579,51.43207071272798,42.66886235575709,52.88139984727436,46.43222330821264
1360009535,43.755586394743645,44.066453892105116,49.65604572734861,44.061494859989416
1360009618,48.483867516468074,56.03623863249662,44.63164958463929,43.831368510944024
1360009677,41.95227042929959,53.64800250976901,41.61133815047707,44.3562893698585
1360009521,44.82630219789116,48.96261784208754,45.59663141170347,42.235620911706164
1360009758,41.65666323631444,54.53300636322847,57.6038473629788,42.22719760011028
1360009554,45.83101889320157,42.323568464645206,57.185097644157665,57.18730774624085
1360009668,42.005682233635994,47.40477000483828,50.53643071959062,41.32117373121043
1360009739,58.82927970431489,49.43336429258045,41.89407277938751,41.130407874559346
1360009707,42.60796526238349,57.56881194040129,44.707745017682726,40.99529409551428
1360009728,55.44059360808455,44.42620050198125,50.421680486666745,45.22653819123455
1360009692,53.60932683699563,58.59143290600444,51.73355866213288,40.386605375574405
1360009653,53.41902927925419,48.539847133871945,47.93931923097359,53.1483901504172
1360009749,43.159458309066636,55.986853504486504,52.629977840902015,41.2610026302892
1360009753,49.09186417290796,59.13288849370629,58.66049462147545,50.664972998972544
1360009606,57.30471045469643,45.6767892742832,47.28895450254835,46.42326489966667
1360009537,54.300986811901936,46.41518284092189,49.99667470315736,56.53141099385997
1360009696,41.359719391141624,49.89030247305661,41.971587958527834,41.36003909689296
1360009771,45.74190514392123,55.22531982385066,52.80203154630937,59.416128710517
1360009601,43.92312361302305,43.316562407561015,49.840763878514366,55.02564263339394
1360009670,53.82603781898858,44.011033431567974,56.63812484984977,44.7272737033326
1360009722,43.2021851007641,44.870574434270424,51.878062790655676,58.337904006385074
1360009708,54.90125711670876,52.78358139804881,40.60956000741567,47.11444860698475
1360009623,48.96367130093684,60.10413654263455,58.325479418635275,44.2197687389396
1360009579,45.903383642305585,46.0429760101221,60.01751412454411,45.53171311112125
1360009512,56.727019275423345,47.685364374578015,57.677722044224566,46.51874451171442
1360009746,46.244729714275515,50.75550326506489,42.977938411784216,46.81938606026439
1360009698,54.761703858112284,58.77634318887365,58.506418238910456,45.47527007103039
1360009629,51.66193553699566,41.698781167087546,49.36648073637818,43.56504572223559
1360009618,47.08001537466854,40.94717415557702,55.85976585071212,44.39367456274068
